This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"KBTL","BATTLE CREEK",-85.2408,42.3125,290,"ASOS","KBTL"
"KBTM","BUTTE/BERT M",-112.4975,45.9547,1690,"ASOS","KBTM"
"KBTP","BUTLER CO. (",-79.9500,40.7800,380,"ASOS","KBTP"
"KBTR","BATON ROUGE/",-91.1469,30.5372,21,"ASOS","KBTR"
"KBTV","BURLINGTON I",-73.1503,44.4681,101,"ASOS","KBTV"
"KBUF","BUFFALO INTL",-78.7358,42.9408,220,"ASOS","KBUF"
"KBUR","BURBANK/GLEN",-118.3647,34.1997,236,"ASOS","KBUR"
"KBUU","BURLINGTON M",-88.3047,42.6906,237,"ASOS","KBUU"
"KBUY","BURLINGTON",-79.4739,36.0478,188,"ASOS","KBUY"
"KBVE","BOOTHVILLE",-89.4000,29.3300,0,"ASOS","KBVE"
"KBVN","ALBION MUNIC",-98.0558,41.7286,550,"ASOS","KBVN"
"KBVO","BARTLESVILLE",-96.0261,36.7683,217,"ASOS","KBVO"
"KBVS","SKAGIT REGIO",-122.4208,48.4708,44,"ASOS","KBVS"
"KBVU","BOULDER CITY",-114.8611,35.9475,671,"ASOS","KBVU"
"KBVX","BATESVILLE (",-91.6500,35.7300,141,"ASOS","KBVX"
"KBVY","BEVERLY MUNI",-70.9164,42.5836,33,"ASOS","KBVY"
"KBWD","BROWNWOOD MU",-98.9500,31.8000,422,"ASOS","KBWD"
"KBWG","BOWLING GREE",-86.4239,37.9642,166,"ASOS","KBWG"
"KBWI","BALTIMORE/WA",-76.6833,39.1667,44,"ASOS","KBWI"
"KBWP","HARRY STERN",-96.6072,46.2442,295,"ASOS","KBWP"
"KBXK","BUCKEYE MUNI",-112.6861,33.4206,315,"ASOS","KBXK"
"KBYG","BUFFALO/JOHN",-106.7189,44.3814,1514,"ASOS","KBYG"
"KBYI","BURLEY MUNIC",-113.7714,42.5425,1265,"ASOS","KBYI"
"KBYS","BICYCLE LAKE",-116.6167,35.2833,716,"ASOS","KBYS"
"KBYY","BAY CITY MUN",-95.8633,28.9733,14,"ASOS","KBYY"
"KBZN","BOZEMAN/GALL",-111.1608,45.7881,1364,"ASOS","KBZN"
"KC09","MORRIS",-88.4186,41.4253,178,"ASOS","KC09"
"KC29","MIDDLETON MU",-89.5317,43.1142,283,"ASOS","KC29"
"KC75","LACON/MARSHA",-89.3864,41.0192,173,"ASOS","KC75"
"KCAD","CADILLAC/WEX",-85.4200,44.2800,398,"ASOS","KCAD"
"KCAE","COLUMBIA MET",-81.1181,33.9419,71,"ASOS","KCAE"
"KCAG","CRAIG-MOFFAT",-107.5236,40.4933,1888,"ASOS","KCAG"
"KCAK","AKRON-CANTON",-81.4425,40.9181,374,"ASOS","KCAK"
"KCAO","CLAYTON MUNI",-103.1531,36.4483,1513,"ASOS","KCAO"
"KCAR","CARIBOU MUNI",-68.0133,46.8672,191,"ASOS","KCAR"
"KCAV","CLARION",-93.7700,42.7500,354,"ASOS","KCAV"
"KCBE","GREATER CUMB",-78.7608,39.6156,236,"ASOS","KCBE"
"KCBF","COUNCIL BLUF",-95.7700,41.2700,382,"ASOS","KCBF"
"KCBG","CAMBRIDGE MU",-93.2700,45.5700,287,"ASOS","KCBG"
"KCBK","SHALZ FIELD",-101.0464,39.4275,971,"ASOS","KCBK"
"KCBM","COLUMBUS AFB",-88.4500,33.6500,67,"ASOS","KCBM"
"KCCA","CLINTON MUNI",-92.4517,35.5978,157,"ASOS","KCCA"
"KCCO","NEWNAN COWET",-84.7703,33.3122,296,"ASOS","KCCO"
"KCCR","CONCORD/BUCH",-122.0519,37.9917,7,"ASOS","KCCR"
"KCCU","RED CLIFF PA",-106.1503,39.4672,3680,"ASOS","KCCU"
"KCCY","CHARLES CITY",-92.6200,43.0700,343,"ASOS","KCCY"
"KCDA","CALEDONIA CO",-72.0181,44.5692,362,"ASOS","KCDA"
"KCDC","CEDAR CITY M",-113.0967,37.7067,1715,"ASOS","KCDC"
"KCDD","CRANE LAKE (",-92.4836,48.2664,341,"ASOS","KCDD"
"KCDH","CAMDEN / HAR",-92.7667,33.6167,40,"ASOS","KCDH"
"KCDJ","CHILLICOTHE/",-93.5800,39.8200,234,"ASOS","KCDJ"
"KCDN","WOODWARD FIE",-80.5650,34.2836,92,"ASOS","KCDN"
"KCDR","CHADRON MUNI",-103.0953,42.8375,1005,"ASOS","KCDR"
"KCDS","CHILDRESS MU",-100.2833,34.4275,595,"ASOS","KCDS"
"KCDW","CALDWELL/ESS",-74.2831,40.8764,52,"ASOS","KCDW"
"KCEC","CRESCENT CIT",-124.2367,41.7803,17,"ASOS","KCEC"
"KCEF","CHICOPEE/WES",-72.5300,42.2000,75,"ASOS","KCEF"
"KCEU","CLEMSON/OCON",-82.8814,34.6722,272,"ASOS","KCEU"
"KCEW","CRESTVIEW/BO",-86.5200,30.7722,65,"ASOS","KCEW"
"KCEY","KYLE-OAKLEY",-88.3728,36.6647,176,"ASOS","KCEY"
"KCEZ","CORTEZ/MONTE",-108.6256,37.3064,1803,"ASOS","KCEZ"
"KCFE","BUFFALO MUNI",-93.8433,45.1592,295,"ASOS","KCFE"
"KCFS","TUSCOLA AREA",-83.4456,43.4589,214,"ASOS","KCFS"
"KCFV","COFFEYVILLE",-95.5664,37.0911,229,"ASOS","KCFV"
"KCGC","CRYSTAL RIVE",-82.5714,28.8672,3,"ASOS","KCGC"
"KCGE","CAMBRIDGE-DO",-76.0303,38.5394,6,"ASOS","KCGE"
"KCGI","CAPE GIRARDE",-89.5783,37.2256,104,"ASOS","KCGI"
"KCGS","CLOOEGE PARK",-76.9222,38.9806,15,"ASOS","KCGS"
"KCGZ","CASA GRANDA",-111.7700,32.9500,446,"ASOS","KCGZ"
"KCHA","CHATTANOOGA/",-85.2000,35.0333,207,"ASOS","KCHA"
"KCHK","CHICKASHA MU",-97.9661,35.0961,351,"ASOS","KCHK"
"KCHO","CHARLOTTESVI",-78.4558,38.1383,195,"ASOS","KCHO"
"KCHS","CHARLESTOWN",-80.0406,32.8989,14,"ASOS","KCHS"
"KCID","CEDAR RAPIDS",-91.7239,41.8828,263,"ASOS","KCID"
"KCIN","CARROLL",-94.7800,42.0500,375,"ASOS","KCIN"
"KCIR","CAIRO REGION",-89.2197,37.0644,98,"ASOS","KCIR"
"KCIU","CHIPPEWA INT",-84.4700,46.2500,244,"ASOS","KCIU"
"KCJR","CULPEPER",-77.8589,38.5267,95,"ASOS","KCJR"
"KCKB","CLARKSBURG/B",-80.2247,39.3000,366,"ASOS","KCKB"
"KCKC","GRAND MARAIS",-90.3831,47.8383,548,"ASOS","KCKC"
"KCKI","WILLIAMSBURG",-79.8569,33.7172,20,"ASOS","KCKI"
"KCKM","FLETCHER FIE",-90.5122,34.2997,53,"ASOS","KCKM"
"KCKN","CROOKSTON MU",-96.6200,47.8500,273,"ASOS","KCKN"
"KCKP","CHEROKEE MUN",-95.5558,42.7317,374,"ASOS","KCKP"
"KCKV","CLARKSVILLE/",-87.4150,36.6219,168,"ASOS","KCKV"
"KCLE","CLEVELAND/HO",-81.8528,41.4050,241,"ASOS","KCLE"
"KCLI","CLINTONVILLE",-88.7314,44.6139,251,"ASOS","KCLI"
"KCLK","CLINTON REGI",-98.9328,35.5383,492,"ASOS","KCLK"
"KCLL","COLLEGE STAT",-96.3617,30.5822,97,"ASOS","KCLL"
"KCLM","PORT ANGELES",-123.5053,48.1222,87,"ASOS","KCLM"
"KCLS","CHEHALIS-CEN",-122.9828,46.6769,54,"ASOS","KCLS"
"KCLT","CHARLOTTE/DO",-80.9486,35.2133,228,"ASOS","KCLT"
"KCMA","CAMARILLO (A",-119.0800,34.2200,23,"ASOS","KCMA"
"KCMH","PORT COLUMBU",-82.8764,39.9950,248,"ASOS","KCMH"
"KCMI","CHAMPAIGN/UR",-88.2733,40.0322,229,"ASOS","KCMI"
"KCMR","H.A. CLARK M",-112.1947,35.3056,2036,"ASOS","KCMR"
"KCMX","HOUGHTON CO.",-88.4889,47.1683,334,"ASOS","KCMX"
"KCMY","MCCOY (USA-A",-90.7378,43.9583,255,"ASOS","KCMY"
"KCNB","MEYERS FIELD",-96.2625,44.7281,363,"ASOS","KCNB"
"KCNC","CHARITON",-93.3700,41.0300,320,"ASOS","KCNC"
"KCNK","CONCORDIA(AW",-97.6506,39.5514,453,"ASOS","KCNK"
"KCNM","CARLSBAD/CAV",-104.2633,32.3375,1004,"ASOS","KCNM"
"KCNO","CHINO AIRPOR",-117.6236,33.9756,198,"ASOS","KCNO"
"KCNU","CHANUTE/MART",-95.4842,37.6703,305,"ASOS","KCNU"
"KCNY","MOAB/CANYONL",-109.7447,38.7600,1388,"ASOS","KCNY"
"KCOD","CODY MUNI (A",-109.0200,44.5200,1553,"ASOS","KCOD"
"KCOE","COEUR D'ALEN",-116.8200,47.7700,707,"ASOS","KCOE"
"KCOF","PATRICK AFB/",-80.6000,28.2300,3,"ASOS","KCOF"
"KCOM","COLEMAN MUNI",-99.4036,31.8411,517,"ASOS","KCOM"
"KCON","CONCORD MUNI",-71.5011,43.1953,105,"ASOS","KCON"
"KCOQ","CLOQUET (AWO",-92.5000,46.7000,390,"ASOS","KCOQ"
"KCOS","COLORADO SPR",-104.7108,38.8158,1881,"ASOS","KCOS"
"KCOT","COTULLA MUNI",-99.2203,28.4583,145,"ASOS","KCOT"
"KCOU","COLUMBIA REG",-92.2183,38.8169,271,"ASOS","KCOU"
"KCPC","WHITEVILLE/C",-78.7150,34.2728,30,"ASOS","KCPC"
"KCPK","CHESAPEAKE",-76.3206,36.6656,6,"ASOS","KCPK"
"KCPR","CASPER/NATRO",-106.4731,42.8975,1630,"ASOS","KCPR"
"KCPS","CAHOKIA/ST.",-90.1561,38.5708,126,"ASOS","KCPS"
"KCPT","CLEBURNE MUN",-97.4339,32.3539,260,"ASOS","KCPT"
"KCQB","CHANDLER MUN",-96.8203,35.7239,300,"ASOS","KCQB"
"KCQC","CLINES CORNE",-105.6600,35.0000,2160,"ASOS","KCQC"
"KCQM","COOK MUNI AI",-92.6894,47.8219,405,"ASOS","KCQM"
"KCQT","LOS ANGELES",-118.2800,34.0200,56,"ASOS","KCQT"
"KCQW","CHERAW MUNIC",-79.9569,34.7128,73,"ASOS","KCQW"
"KCQX","CHATHAM MUNI",-69.9933,41.6875,20,"ASOS","KCQX"
"KCRE","NORTH MYRTLE",-78.7239,33.8117,10,"ASOS","KCRE"
"KCRG","JACKSONVILLE",-81.5147,30.3361,12,"ASOS","KCRG"
"KCRP","CORPUS CHRIS",-97.5128,27.7731,13,"ASOS","KCRP"
"KCRQ","CARLSBAD/PAL",-117.2758,33.1300,100,"ASOS","KCRQ"
"KCRS","CORSICANA",-96.3989,32.0311,136,"ASOS","KCRS"
"KCRW","CHARLESTON/K",-81.5914,38.3794,299,"ASOS","KCRW"
"KCSG","COLUMBUS MET",-84.9422,32.5161,121,"ASOS","KCSG"
"KCSM","CLINTON-SHER",-99.2036,35.3567,585,"ASOS","KCSM"
"KCSQ","CRESTON",-94.3700,41.0200,394,"ASOS","KCSQ"
"KCSV","CROSSVILLE M",-85.0850,35.9514,573,"ASOS","KCSV"
"KCTB","CUT BANK (AW",-112.3761,48.6083,1175,"ASOS","KCTB"
"KCTJ","WEST GEORGIA",-85.1522,33.6317,354,"ASOS","KCTJ"
"KCTY","CROSS CITY (",-83.1053,29.5500,12,"ASOS","KCTY"
"KCTZ","CLINTON",-78.3647,34.9756,45,"ASOS","KCTZ"
"KCUB","COLUMBIA OWE",-80.9944,33.9708,64,"ASOS","KCUB"
"KCUH","CUSHING MUNI",-96.7731,35.9500,279,"ASOS","KCUH"
"KCUL","CARMI MUNICI",-88.1231,38.0894,118,"ASOS","KCUL"
"KCUT","CUSTER (RAMO",-103.6114,43.7331,1711,"ASOS","KCUT"
"KCVB","CASTROVILLE",-98.8508,29.3419,235,"ASOS","KCVB"
"KCVG","CINCINNATI/C",-84.6717,39.0431,273,"ASOS","KCVG"
"KCVH","HOLLISTER MU",-121.4103,36.8933,70,"ASOS","KCVH"
"KCVN","CLOVIS MUNI",-103.0800,34.4300,1284,"ASOS","KCVN"
"KCVS","CANNON AFB/C",-103.3200,34.3800,1309,"ASOS","KCVS"
"KCVX","CHARLEVOIX M",-85.2747,45.3047,204,"ASOS","KCVX"
"KCWA","MOSINEE/CENT",-89.6700,44.7800,389,"ASOS","KCWA"
"KCWC","KICKAPOO DOW",-98.4903,33.8578,304,"ASOS","KCWC"
"KCWF","CHENAULT AIR",-93.1500,30.2200,4,"ASOS","KCWF"
"KCWI","CLINTON MUNI",-90.3300,41.8300,216,"ASOS","KCWI"
"KCXO","CONROE/MONTG",-95.4139,30.3567,74,"ASOS","KCXO"
"KCXP","CARSON AIRPO",-119.7325,39.1922,1434,"ASOS","KCXP"
"KCXY","HARRISBURG/C",-76.8514,40.2172,106,"ASOS","KCXY"
"KCYS","CHEYENNE/WAR",-104.8069,41.1578,1876,"ASOS","KCYS"
"KCZZ","CAMPO (AWRS)",-116.4683,32.6261,807,"ASOS","KCZZ"
"KD07","FAITH",-102.0192,45.0319,787,"ASOS","KD07"
"KD39","SAUK CENTRE",-94.9333,45.7067,379,"ASOS","KD39"
"KD50","CROSBY MUNIC",-103.2972,48.9286,594,"ASOS","KD50"
"KD55","ROBERTSON FI",-98.3936,48.7531,490,"ASOS","KD55"
"KD60","TIOGA MUNICI",-102.8975,48.3803,692,"ASOS","KD60"
"KDAA","FORT BELVOIR",-77.1800,38.7200,21,"ASOS","KDAA"
"KDAB","DAYTONA BEAC",-81.0600,29.1772,10,"ASOS","KDAB"
"KDAG","BARSTOW-DAGG",-116.7867,34.8536,587,"ASOS","KDAG"
"KDAL","DALLAS/LOVE",-96.8556,32.8525,148,"ASOS","KDAL"
"KDAN","DANVILLE REG",-79.3361,36.5728,174,"ASOS","KDAN"
"KDAW","ROCHESTER (W",-70.9222,43.2781,98,"ASOS","KDAW"
"KDAY","DAYTON/JAMES",-84.2186,39.9061,307,"ASOS","KDAY"
"KDBN","W H 'BUD' BA",-82.9853,32.5644,94,"ASOS","KDBN"
"KDBQ","DUBUQUE MUNI",-90.7036,42.3978,328,"ASOS","KDBQ"
"KDCA","WASHINGTON/N",-77.0342,38.8483,4,"ASOS","KDCA"
"KDCM","CHESTER CATA",-81.1958,34.7894,200,"ASOS","KDCM"
"KDCU","DECATUR/PRYO",-86.9433,34.6581,180,"ASOS","KDCU"
"KDDC","DODGE CITY(A",-99.9697,37.7728,790,"ASOS","KDDC"
"KDDH","BENNINGTON S",-73.2464,42.8900,252,"ASOS","KDDH"
"KDEC","DECATUR AIRP",-88.8656,39.8344,208,"ASOS","KDEC"
"KDEH","DECORAH",-91.7300,43.2800,353,"ASOS","KDEH"
"KDEN","DENVER INTNL",-104.6575,39.8328,1655,"ASOS","KDEN"
"KDEQ","J LYNN HELMS",-94.3994,34.0469,108,"ASOS","KDEQ"
"KDET","DETROIT CITY",-83.0100,42.4092,191,"ASOS","KDET"
"KDEW","DEER PARK",-117.4283,47.9742,672,"ASOS","KDEW"
"KDFI","DEFIANCE MEM",-84.4294,41.3364,215,"ASOS","KDFI"
"KDFW","DALLAS/FT WO",-97.0219,32.8969,183,"ASOS","KDFW"
"KDGW","DOUGLAS/CONV",-105.3819,42.7942,1502,"ASOS","KDGW"
"KDHN","DOTHAN MUNIC",-85.4497,31.3214,122,"ASOS","KDHN"
"KDHT","DALHART MUNI",-102.5472,36.0233,1216,"ASOS","KDHT"
"KDIK","DICKINSON MU",-102.8019,46.7972,790,"ASOS","KDIK"
"KDKB","DE KALB",-88.7083,41.9319,279,"ASOS","KDKB"
"KDKK","DUNKIRK AIRP",-79.2758,42.4931,211,"ASOS","KDKK"
"KDKR","HOUSTON COUN",-95.4039,31.3069,106,"ASOS","KDKR"
"KDLF","LAUGHLIN AFB",-100.4667,29.1167,294,"ASOS","KDLF"
"KDLH","DULUTH INTL",-92.2261,46.8428,435,"ASOS","KDLH"
"KDLL","BARABOO/WISC",-89.7708,43.5219,298,"ASOS","KDLL"
"KDLN","DILLON AIRPO",-112.5544,45.2575,1597,"ASOS","KDLN"
"KDLS","THE DALLES M",-121.1672,45.6186,75,"ASOS","KDLS"
"KDMA","DAVIS-MONTHA",-110.8800,32.1700,824,"ASOS","KDMA"
"KDMH","BALTIMORE IN",-76.6100,39.2800,6,"ASOS","KDMH"
"KDMN","DEMING MUNIC",-107.7206,32.2622,1315,"ASOS","KDMN"
"KDMO","SEDALIA",-93.1744,38.7122,277,"ASOS","KDMO"
"KDMW","CARROLL COUN",-77.0078,39.6083,240,"ASOS","KDMW"
"KDNL","AUGUSTA",-82.0386,33.4669,128,"ASOS","KDNL"
"KDNN","DALTON MUNI",-84.8692,34.7217,216,"ASOS","KDNN"
"KDNS","DENISON",-95.3800,41.9800,388,"ASOS","KDNS"
"KDNV","DANVILLE/VER",-87.5956,40.1994,212,"ASOS","KDNV"
"KDOV","DOVER AFB",-75.4700,39.1300,9,"ASOS","KDOV"
"KDPA","W. CHICAGO/D",-88.2511,41.8964,231,"ASOS","KDPA"
"KDPL","KENANSVILLE/",-77.9817,35.0000,42,"ASOS","KDPL"
"KDQH","DOUGLAS MUNI",-82.8606,31.4767,78,"ASOS","KDQH"
"KDRA","MERCURY/DESE",-116.0278,36.6206,1007,"ASOS","KDRA"
"KDRI","BEAUREGARD R",-93.3400,30.8317,62,"ASOS","KDRI"
"KDRM","DRUMMOND ISL",-83.7439,46.0094,204,"ASOS","KDRM"
"KDRO","DURANGO/LA P",-107.7597,37.1431,2038,"ASOS","KDRO"
"KDRT","DEL RIO INTL",-100.9236,29.3747,304,"ASOS","KDRT"
"KDSM","DES MOINES I",-93.6661,41.5378,291,"ASOS","KDSM"
"KDSV","DANSVILLE MU",-77.7144,42.5694,201,"ASOS","KDSV"
"KDTL","DETROIT LAKE",-95.8800,46.8300,426,"ASOS","KDTL"
"KDTN","SHREVEPORT D",-93.7447,32.5425,54,"ASOS","KDTN"
"KDTO","DENTON (ASOS",-97.1989,33.2061,195,"ASOS","KDTO"
"KDTS","DESTIN",-86.4675,30.3933,6,"ASOS","KDTS"
"KDTW","DETROIT METR",-83.3308,42.2314,194,"ASOS","KDTW"
"KDUA","DURANT",-96.3944,33.9422,213,"ASOS","KDUA"
"KDUG","DOUGLAS BISB",-109.6036,31.4692,1266,"ASOS","KDUG"
"KDUH","LAMBERTVILLE",-83.6553,41.7358,204,"ASOS","KDUH"
"KDUJ","DU BOIS (AWO",-78.9000,41.1800,554,"ASOS","KDUJ"
"KDUX","MOORE COUNTY",-102.0131,35.8581,1129,"ASOS","KDUX"
"KDVK","STUART POWEL",-84.7697,37.5781,312,"ASOS","KDVK"
"KDVL","DEVILS LAKE(",-98.9200,48.1200,443,"ASOS","KDVL"
"KDVN","QUAD CITIES/",-90.5914,41.6139,229,"ASOS","KDVN"
"KDVO","GNOSS FIELD",-122.5561,38.1436,1,"ASOS","KDVO"
"KDVP","SLAYTON MUNI",-95.7825,43.9867,495,"ASOS","KDVP"
"KDVT","DEER VALLEY/",-112.0656,33.6903,450,"ASOS","KDVT"
"KDWH","HOUSTON/D.W.",-95.5561,30.0675,46,"ASOS","KDWH"
"KDXR","DANBURY MUNI",-73.4844,41.3717,139,"ASOS","KDXR"
"KDXX","MADISON",-96.1778,44.9861,330,"ASOS","KDXX"
"KDYB","SUMMERVILLE",-80.2794,33.0633,17,"ASOS","KDYB"
"KDYL","DOYLESTOWN A",-75.1225,40.3300,120,"ASOS","KDYL"
"KDYR","DYERSBURG(AW",-89.4000,36.0000,103,"ASOS","KDYR"
"KDYS","DYESS AFB/AB",-99.8569,32.4200,545,"ASOS","KDYS"
"KDYT","DULUTH (SKY",-92.0433,46.7219,186,"ASOS","KDYT"
"KDZB","HORSESHOE BA",-98.3589,30.5269,333,"ASOS","KDZB"
"KDZJ","BLAIRSVILLE",-83.9972,34.8544,363,"ASOS","KDZJ"
"KE38","ALPINE-CASPA",-103.6836,30.3842,1376,"ASOS","KE38"
"KE80","ALEXANDER MU",-106.8336,34.6453,1583,"ASOS","KE80"
"KEAR","KEARNEY MUNI",-99.0000,40.7300,649,"ASOS","KEAR"
"KEAT","WENATCHEE/PA",-120.2069,47.3989,381,"ASOS","KEAT"
"KEAU","EAU CLAIRE C",-91.4850,44.8653,277,"ASOS","KEAU"
"KEBG","EDINBURG INT",-98.1294,26.4419,24,"ASOS","KEBG"
"KEBS","WEBSTER CITY",-93.8700,42.4300,342,"ASOS","KEBS"
"KECG","ELIZABETH CI",-76.1828,36.2631,3,"ASOS","KECG"
"KECP","NW FLORIDA -",-85.7956,30.3583,21,"ASOS","KECP"
"KECS","MONDELL FIEL",-104.3181,43.8856,1272,"ASOS","KECS"
"KECU","EDWARDS COUN",-100.1739,29.9469,723,"ASOS","KECU"
"KEDC","AUSTIN EXECU",-97.5664,30.3975,187,"ASOS","KEDC"
"KEDU","UNIVERSITY A",-121.7864,38.5314,21,"ASOS","KEDU"
"KEDW","EDWARDS AFB",-117.8800,34.9000,702,"ASOS","KEDW"
"KEEN","KEENE/DILLAN",-72.2700,42.9000,149,"ASOS","KEEN"
"KEEO","MEEKER",-107.8897,40.0422,1948,"ASOS","KEEO"
"KEET","ALABASTER",-86.7817,33.1783,178,"ASOS","KEET"
"KEFD","HOUSTON/ELLI",-95.1700,29.6000,10,"ASOS","KEFD"
"KEFK","NEWPORT STAT",-72.2292,44.8889,283,"ASOS","KEFK"
"KEFT","MONROE",-89.5908,42.6150,331,"ASOS","KEFT"
"KEGE","EAGLE CO. RE",-106.9200,39.6500,1993,"ASOS","KEGE"
"KEGI","DUKE FIELD /",-86.5167,30.6500,59,"ASOS","KEGI"
"KEGV","EAGLE RIVER",-89.2692,45.9317,501,"ASOS","KEGV"
"KEHA","ELKHART (AWO",-101.9000,37.0000,1099,"ASOS","KEHA"
"KEHO","SHELBY MUNIC",-81.6011,35.2556,258,"ASOS","KEHO"
"KEHR","HENDERSON CI",-87.6800,37.8200,117,"ASOS","KEHR"
"KEHY","ELK MOUNTAIN",-106.4667,41.7333,2225,"ASOS","KEHY"
"KEIK","ERIE MUNICIP",-105.0481,40.0103,1564,"ASOS","KEIK"
"KEKN","ELKINS/RANDO",-79.8528,38.8853,605,"ASOS","KEKN"
"KEKO","ELKO",-115.7917,40.8250,1568,"ASOS","KEKO"
"KEKQ","WAYNE COUNTY",-84.8561,36.8553,294,"ASOS","KEKQ"
"KELD","EL DORADO/GO",-92.8133,33.2208,84,"ASOS","KELD"
"KELK","ELK CITY REG",-99.3942,35.4308,614,"ASOS","KELK"
"KELM","ELMIRA/CORNI",-76.9028,42.1564,291,"ASOS","KELM"
"KELN","ELLENSBURG/B",-120.5292,47.0336,536,"ASOS","KELN"
"KELO","ELY MUNI (AW",-91.8300,47.8200,443,"ASOS","KELO"
"KELP","EL PASO INTL",-106.3758,31.8111,1206,"ASOS","KELP"
"KELY","ELY/YELLAND",-114.8453,39.2950,1907,"ASOS","KELY"
"KELZ","WELLSVILLE M",-77.9844,42.1075,647,"ASOS","KELZ"
"KEMM","KEMMERER MUN",-110.5569,41.8242,2220,"ASOS","KEMM"
"KEMP","EMPORIA MUNI",-96.1939,38.3289,367,"ASOS","KEMP"
"KEMV","EMPORIA-GREE",-77.4828,36.6869,39,"ASOS","KEMV"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS","KEND"
"KENL","CENTRALIA",-89.0922,38.5147,163,"ASOS","KENL"
"KENV","WENDOVER (AU",-114.0300,40.7300,1292,"ASOS","KENV"
"KENW","KENOSHA",-87.9381,42.5950,226,"ASOS","KENW"
"KEOE","NEWBERRY COU",-81.6397,34.3092,173,"ASOS","KEOE"
"KEOK","KEOKUK MUNI",-91.4300,40.4700,205,"ASOS","KEOK"
"KEPH","EPHRATA MUNI",-119.5158,47.3075,389,"ASOS","KEPH"
"KEQY","MONROE",-80.6206,35.0169,207,"ASOS","KEQY"
"KERI","ERIE INTL AI",-80.1825,42.0800,223,"ASOS","KERI"
"KERV","KERRVILLE MU",-99.0800,29.9800,493,"ASOS","KERV"
"KERY","NEWBERRY",-85.4572,46.3111,265,"ASOS","KERY"
"KESC","ESCANABA (AW",-87.0300,45.7500,187,"ASOS","KESC"
"KESF","ALEXANDRIA/E",-92.2903,31.3950,34,"ASOS","KESF"
"KEST","ESTHERVILLE",-94.7472,43.4011,401,"ASOS","KEST"
"KETB","WEST BEND",-88.1281,43.4222,270,"ASOS","KETB"
"KETC","TARBORO-EDGE",-77.5464,35.9372,16,"ASOS","KETC"
"KETH","WHEATON NDB",-96.5000,45.7000,313,"ASOS","KETH"
"KEUF","WEEDON FIELD",-85.1289,31.9514,87,"ASOS","KEUF"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS","KEUG"
"KEUL","CALDWELL",-116.6300,43.6300,740,"ASOS","KEUL"
"KEVM","EVELETH MUNI",-92.5000,47.4000,421,"ASOS","KEVM"
"KEVV","EVANSVILLE R",-87.5203,38.0431,127,"ASOS","KEVV"
"KEVW","EVANSTON/BUR",-111.0306,41.2731,2183,"ASOS","KEVW"
"KEWB","NEW BEDFORD",-70.9569,41.6753,24,"ASOS","KEWB"
"KEWK","NEWTON (AWOS",-97.2800,38.0500,467,"ASOS","KEWK"
"KEWN","NEW BERN/CRA",-77.0472,35.0675,5,"ASOS","KEWN"
"KEWR","NEWARK INTL",-74.1694,40.6825,5,"ASOS","KEWR"
"KEXX","LEXINGTON_DA",-80.3039,35.7811,223,"ASOS","KEXX"
"KEYE","EAGLE CREEK",-86.2958,39.8250,250,"ASOS","KEYE"
"KEYF","ELIZABETHTOW",-78.5833,34.6000,40,"ASOS","KEYF"
"KEYW","KEY WEST INT",-81.7536,24.5536,1,"ASOS","KEYW"
"KEZF","SHANNON ARPT",-77.4500,38.2700,26,"ASOS","KEZF"
"KEZS","SHAWANO MUNI",-88.5600,44.7872,248,"ASOS","KEZS"
"KF05","WILBARGER CO",-99.2839,34.2256,386,"ASOS","KF05"
"KF17","CENTER MUNIC",-94.1564,31.8317,97,"ASOS","KF17"
"KFAF","FORT EUSTIS/",-76.6200,37.1300,4,"ASOS","KFAF"
"KFAM","FARMINGTON A",-90.4300,37.7700,288,"ASOS","KFAM"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS","KFAR"
"KFAT","FRESNO AIR T",-119.7194,36.7800,101,"ASOS","KFAT"
"KFAY","FAYETTEVILLE",-78.8800,34.9894,57,"ASOS","KFAY"
"KFBG","FORT BRAGG/S",-78.9300,35.1300,74,"ASOS","KFBG"
"KFBL","FARIBAULT MU",-93.3200,44.3300,322,"ASOS","KFBL"
"KFCH","FRESNO-CHAND",-119.8200,36.7300,85,"ASOS","KFCH"
"KFCI","CHESTERFIELD",-77.5247,37.4064,72,"ASOS","KFCI"
"KFCM","MINNEAPOLIS/",-93.4703,44.8322,287,"ASOS","KFCM"
"KFCS","FORT CARSON/",-104.7700,38.6800,1789,"ASOS","KFCS"
"KFDK","FREDERICK MU",-77.3744,39.4175,92,"ASOS","KFDK"
"KFDR","FREDERICK",-98.9831,34.3444,382,"ASOS","KFDR"
"KFDW","FAIRFIELD CO",-81.1089,34.3156,176,"ASOS","KFDW"
"KFDY","FINDLAY(AWOS",-83.6686,41.0136,248,"ASOS","KFDY"
"KFEP","FREEPORT",-89.5822,42.2464,262,"ASOS","KFEP"
"KFET","FREMONT MUNI",-96.5200,41.4500,367,"ASOS","KFET"
"KFFA","FIRST FLIGHT",-75.6714,36.0183,4,"ASOS","KFFA"
"KFFC","PEACHTREE CI",-84.5669,33.3553,246,"ASOS","KFFC"
